Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
26-NOV-2024,20MICRONS,227.95,227.95,0.0000,0.0324,0.0323,0.6171
26-NOV-2024,21STCENMGM,97.95,99.95,-0.0202,0.0207,0.0207,0.3955
26-NOV-2024,360ONE,1092.15,1092.65,-0.0005,0.0238,0.0237,0.4528
26-NOV-2024,3IINFOLTD,26.48,26.61,-0.0049,0.0288,0.0287,0.5483
26-NOV-2024,3MINDIA,31746.75,31890.35,-0.0045,0.0182,0.0181,0.3458
26-NOV-2024,3PLAND,66.70,55.57,0.1826,0.0346,0.0368,0.7031
26-NOV-2024,500009,57.48,56.70,0.0137,0.0367,0.0366,0.6992
26-NOV-2024,500012,75.74,74.73,0.0134,0.0281,0.0280,0.5349
26-NOV-2024,500014,7.10,7.08,0.0028,0.0309,0.0309,0.5903
26-NOV-2024,500016,11.01,10.91,0.0091,0.0321,0.0320,0.6114
26-NOV-2024,500028,36.41,37.42,-0.0274,0.0308,0.0307,0.5865
26-NOV-2024,500058,15.72,15.84,-0.0076,0.0299,0.0298,0.5693
26-NOV-2024,500068,17961.70,18000.40,-0.0022,0.0190,0.0190,0.3630
26-NOV-2024,500069,469.40,465.10,0.0092,0.0289,0.0289,0.5521
26-NOV-2024,500123,13087.70,13155.50,-0.0052,0.0237,0.0237,0.4528
26-NOV-2024,500142,9.24,9.42,-0.0193,0.0419,0.0418,0.7986
26-NOV-2024,500143,238.15,233.00,0.0219,0.0339,0.0338,0.6457
26-NOV-2024,500147,4652.70,4689.40,-0.0079,0.0337,0.0336,0.6419
26-NOV-2024,500159,166.15,168.95,-0.0167,0.0251,0.0251,0.4795
26-NOV-2024,500166,291.90,291.20,0.0024,0.0276,0.0276,0.5273
26-NOV-2024,500168,1022.80,1018.25,0.0045,0.0125,0.0125,0.2388
26-NOV-2024,500170,35.50,35.90,-0.0112,0.0296,0.0296,0.5655
26-NOV-2024,500192,2.83,2.85,-0.0070,0.0288,0.0287,0.5483
26-NOV-2024,500202,11.28,10.95,0.0297,0.0403,0.0402,0.7680
26-NOV-2024,500213,633.65,624.45,0.0146,0.0276,0.0276,0.5273
