Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
02-MAY-2024,20MICRONS,169.30,171.75,-0.0144,0.0294,0.0294,0.5617
02-MAY-2024,21STCENMGM,51.65,51.00,0.0127,0.0185,0.0185,0.3534
02-MAY-2024,360ONE,774.05,780.55,-0.0084,0.0217,0.0216,0.4127
02-MAY-2024,3IINFOLTD,38.80,38.95,-0.0039,0.0322,0.0321,0.6133
02-MAY-2024,3MINDIA,29733.45,30468.00,-0.0244,0.0184,0.0185,0.3534
02-MAY-2024,3PLAND,32.70,32.00,0.0216,0.0335,0.0334,0.6381
02-MAY-2024,500009,46.15,46.40,-0.0054,0.0344,0.0343,0.6553
02-MAY-2024,500012,92.19,92.82,-0.0068,0.0294,0.0294,0.5617
02-MAY-2024,500014,9.39,9.40,-0.0011,0.0388,0.0387,0.7394
02-MAY-2024,500016,12.13,11.71,0.0352,0.0373,0.0373,0.7126
02-MAY-2024,500028,23.03,23.87,-0.0358,0.0308,0.0308,0.5884
02-MAY-2024,500058,14.12,14.40,-0.0196,0.0288,0.0287,0.5483
02-MAY-2024,500068,13998.25,13900.30,0.0070,0.0175,0.0175,0.3343
02-MAY-2024,500069,364.10,361.35,0.0076,0.0299,0.0298,0.5693
02-MAY-2024,500123,11407.65,11400.75,0.0006,0.0203,0.0202,0.3859
02-MAY-2024,500142,7.06,7.25,-0.0266,0.0455,0.0454,0.8674
02-MAY-2024,500143,155.70,155.70,0.0000,0.0345,0.0344,0.6572
02-MAY-2024,500147,3741.80,3709.15,0.0088,0.0291,0.0291,0.5560
02-MAY-2024,500159,145.40,148.00,-0.0177,0.0273,0.0273,0.5216
02-MAY-2024,500166,181.15,185.30,-0.0227,0.0204,0.0204,0.3897
02-MAY-2024,500168,1172.40,1166.95,0.0047,0.0139,0.0138,0.2636
02-MAY-2024,500170,34.21,33.54,0.0198,0.0356,0.0355,0.6782
02-MAY-2024,500192,3.12,3.19,-0.0222,0.0311,0.0311,0.5942
02-MAY-2024,500202,9.57,10.28,-0.0716,0.0333,0.0336,0.6419
02-MAY-2024,500206,41.41,40.74,0.0163,0.0429,0.0428,0.8177
02-MAY-2024,500213,719.40,750.85,-0.0428,0.0320,0.0321,0.6133
02-MAY-2024,500220,212.50,208.35,0.0197,0.0403,0.0402,0.7680
02-MAY-2024,500223,2.82,2.86,-0.0141,0.0364,0.0363,0.6935
02-MAY-2024,500236,1.51,1.47,0.0268,0.0343,0.0342,0.6534
02-MAY-2024,500239,28.76,28.99,-0.0080,0.0310,0.0309,0.5903
02-MAY-2024,500240,196.60,193.10,0.0180,0.0287,0.0286,0.5464
02-MAY-2024,500245,611.00,614.90,-0.0064,0.0227,0.0227,0.4337
02-MAY-2024,500246,235.85,248.25,-0.0512,0.0339,0.0340,0.6496
02-MAY-2024,500248,4.18,4.39,-0.0490,0.0374,0.0375,0.7164
02-MAY-2024,500264,135.45,134.15,0.0096,0.0356,0.0355,0.6782
02-MAY-2024,500267,305.80,307.75,-0.0064,0.0286,0.0286,0.5464
02-MAY-2024,500270,179.65,179.25,0.0022,0.0300,0.0299,0.5712
02-MAY-2024,500277,11.06,10.54,0.0482,0.0358,0.0359,0.6859
02-MAY-2024,500285,62.70,60.69,0.0326,0.0373,0.0373,0.7126
