Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
13-FEB-2025,20MICRONS,173.50,171.30,0.0128,0.0326,0.0325,0.6209
13-FEB-2025,21STCENMGM,74.45,75.50,-0.0140,0.0195,0.0195,0.3725
13-FEB-2025,360ONE,953.00,954.50,-0.0016,0.0240,0.0240,0.4585
13-FEB-2025,3IINFOLTD,26.96,27.07,-0.0041,0.0322,0.0321,0.6133
13-FEB-2025,3MINDIA,27196.90,27664.05,-0.0170,0.0175,0.0175,0.3343
13-FEB-2025,3PLAND,46.76,45.15,0.0350,0.0383,0.0383,0.7317
13-FEB-2025,500009,49.38,50.15,-0.0155,0.0353,0.0353,0.6744
13-FEB-2025,500012,58.34,58.53,-0.0033,0.0267,0.0267,0.5101
13-FEB-2025,500014,6.01,5.87,0.0236,0.0282,0.0281,0.5368
13-FEB-2025,500016,11.30,10.69,0.0555,0.0339,0.0340,0.6496
13-FEB-2025,500028,34.78,34.64,0.0040,0.0334,0.0333,0.6362
13-FEB-2025,500058,14.33,13.98,0.0247,0.0311,0.0311,0.5942
13-FEB-2025,500068,15260.10,15428.30,-0.0110,0.0186,0.0185,0.3534
13-FEB-2025,500069,341.45,374.85,-0.0933,0.0297,0.0304,0.5808
13-FEB-2025,500123,9772.75,9773.60,-0.0001,0.0236,0.0236,0.4509
13-FEB-2025,500142,10.76,9.81,0.0924,0.0411,0.0415,0.7929
13-FEB-2025,500143,276.00,290.50,-0.0512,0.0345,0.0346,0.6610
13-FEB-2025,500147,2753.40,2850.00,-0.0345,0.0321,0.0322,0.6152
13-FEB-2025,500159,145.05,145.20,-0.0010,0.0252,0.0252,0.4814
13-FEB-2025,500166,207.65,217.00,-0.0440,0.0287,0.0288,0.5502
13-FEB-2025,500168,918.50,913.90,0.0050,0.0128,0.0127,0.2426
13-FEB-2025,500170,30.53,30.18,0.0115,0.0296,0.0295,0.5636
13-FEB-2025,500192,2.62,2.57,0.0193,0.0282,0.0281,0.5368
13-FEB-2025,500202,9.25,9.25,0.0000,0.0385,0.0384,0.7336
13-FEB-2025,500206,92.08,93.95,-0.0201,0.0384,0.0384,0.7336
13-FEB-2025,500213,513.05,515.30,-0.0044,0.0284,0.0283,0.5407
