Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
28-FEB-2025,20MICRONS,172.15,171.85,0.0017,0.0324,0.0323,0.6171
28-FEB-2025,21STCENMGM,71.41,69.83,0.0224,0.0195,0.0196,0.3745
28-FEB-2025,360ONE,998.30,1010.15,-0.0118,0.0244,0.0243,0.4643
28-FEB-2025,3IINFOLTD,23.73,24.60,-0.0360,0.0319,0.0319,0.6094
28-FEB-2025,3MINDIA,26290.80,26468.60,-0.0067,0.0173,0.0173,0.3305
28-FEB-2025,3PLAND,41.56,42.35,-0.0188,0.0380,0.0379,0.7241
28-FEB-2025,500009,39.36,40.64,-0.0320,0.0353,0.0353,0.6744
28-FEB-2025,500012,52.84,54.07,-0.0230,0.0274,0.0273,0.5216
28-FEB-2025,500014,4.53,4.92,-0.0826,0.0291,0.0296,0.5655
28-FEB-2025,500016,10.28,10.68,-0.0382,0.0337,0.0337,0.6438
28-FEB-2025,500028,31.26,31.83,-0.0181,0.0342,0.0341,0.6515
28-FEB-2025,500058,12.24,13.17,-0.0732,0.0324,0.0327,0.6247
28-FEB-2025,500068,14300.00,14197.50,0.0072,0.0186,0.0186,0.3554
28-FEB-2025,500069,394.00,384.20,0.0252,0.0301,0.0301,0.5751
28-FEB-2025,500123,8406.65,8342.65,0.0076,0.0240,0.0240,0.4585
28-FEB-2025,500142,9.36,10.08,-0.0741,0.0414,0.0416,0.7948
28-FEB-2025,500143,245.15,238.10,0.0292,0.0347,0.0347,0.6629
28-FEB-2025,500147,2597.85,2768.50,-0.0636,0.0333,0.0335,0.6400
28-FEB-2025,500159,139.00,137.35,0.0119,0.0250,0.0250,0.4776
28-FEB-2025,500166,187.30,190.60,-0.0175,0.0286,0.0286,0.5464
28-FEB-2025,500168,836.95,854.95,-0.0213,0.0131,0.0132,0.2522
28-FEB-2025,500170,27.59,28.63,-0.0370,0.0296,0.0296,0.5655
28-FEB-2025,500192,2.62,2.68,-0.0226,0.0279,0.0279,0.5330
28-FEB-2025,500202,8.81,9.31,-0.0552,0.0394,0.0395,0.7546
28-FEB-2025,500206,75.32,76.85,-0.0201,0.0378,0.0377,0.7203
28-FEB-2025,500213,398.70,400.15,-0.0036,0.0296,0.0295,0.5636
28-FEB-2025,500220,160.15,162.05,-0.0118,0.0328,0.0327,0.6247
